index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
3094	3094	3094	crowd:downward_monotone:lexical_knowledge					not a few houses were destroyed in the typhoon.	not a few homesteads were destroyed in the typhoon.						entailment
3095	3095	3095	crowd:downward_monotone:lexical_knowledge					not a few homesteads were destroyed in the typhoon.	not a few houses were destroyed in the typhoon.						neutral
3096	3096	3096	crowd:downward_monotone					i do n't want to go to work !.	i do n't want to go to work at the company !.						entailment
3097	3097	3097	crowd:downward_monotone					i do n't want to go to work at the company !.	i do n't want to go to work !.						neutral
3098	3098	3098	crowd:downward_monotone					i do n't want to go to work !.	i do n't want to go to work this morning !.						entailment
3099	3099	3099	crowd:downward_monotone					i do n't want to go to work this morning !.	i do n't want to go to work !.						neutral
3100	3100	3100	crowd:downward_monotone:npi					i do n't want to go to work !.	i do n't want to go to work for government anymore !.						entailment
3101	3101	3101	crowd:downward_monotone:npi					i do n't want to go to work for government anymore !.	i do n't want to go to work !.						neutral
3102	3102	3102	crowd:downward_monotone					i do n't want to go to work !.	i do n't want to go to awful work !.						entailment
3103	3103	3103	crowd:downward_monotone					i do n't want to go to awful work !.	i do n't want to go to work !.						neutral
3104	3104	3104	crowd:downward_monotone:npi					the weather forecast is not reliable at all.	the weather forecast is not reliable at all in summer.						entailment
3105	3105	3105	crowd:downward_monotone:npi					the weather forecast is not reliable at all in summer.	the weather forecast is not reliable at all.						neutral
3106	3106	3106	crowd:downward_monotone					i know it 's not a joke.	i know it 's not a funny joke.						entailment
3107	3107	3107	crowd:downward_monotone					i know it 's not a funny joke.	i know it 's not a joke.						neutral
3108	3108	3108	crowd:downward_monotone					i know it 's not a joke.	i know it 's not a joke which wasn't made before by me.						entailment
3109	3109	3109	crowd:downward_monotone					i know it 's not a joke which wasn't made before by me.	i know it 's not a joke.						neutral
3110	3110	3110	crowd:downward_monotone					i know it 's not a joke.	i know it 's not a good joke.						entailment
3111	3111	3111	crowd:downward_monotone					i know it 's not a good joke.	i know it 's not a joke.						neutral
3112	3112	3112	crowd:downward_monotone					tom never forgets a name or a face.	tom never forgets a full name or a face.						entailment
3113	3113	3113	crowd:downward_monotone					you do n't like love stories.	you do n't like intense love stories.						entailment
3114	3114	3114	crowd:downward_monotone					you do n't like love intense stories.	you do n't like love stories.						neutral
3115	3115	3115	crowd:upward_monotone:reverse					they 've been looking for the plane for eight days , without success.	they 've been looking for the plane for eight days , without great success.						entailment
3116	3116	3116	crowd:upward_monotone:reverse					they 've been looking for the plane for eight days , without great success.	they 've been looking for the plane for eight days , without success.						neutral
3117	3117	3117	crowd:upward_monotone:reverse					they 've been looking for the plane for eight days , without success.	they 've been looking for the plane for eight days , without splendid success.						entailment
3118	3118	3118	crowd:upward_monotone:reverse					they 've been looking for the plane for eight days , without splendid success.	they 've been looking for the plane for eight days , without success.						neutral
3119	3119	3119	crowd:upward_monotone:reverse:conjunction					they 've been looking for the plane for eight days , without success.	they 've been looking for the plane for eight days , without success and benefit.						entailment
3120	3120	3120	crowd:downward_monotone					cats do n't like dogs.	cats do n't like ferocious dogs.						entailment
3121	3121	3121	crowd:downward_monotone					cats do n't like ferocious dogs.	cats do n't like dogs.						neutral
3122	3122	3122	crowd:downward_monotone					cats do n't like dogs.	cats do n't like dogs that bark a lot.						entailment
3123	3123	3123	crowd:downward_monotone					cats do n't like dogs that bark a lot.	cats do n't like dogs.						neutral
3124	3124	3124	crowd:downward_monotone:lexical_knowledge					cats do n't like dogs.	cats do n't like pups.						entailment
3125	3125	3125	crowd:downward_monotone:lexical_knowledge					cats do n't like pups.	cats do n't like dogs.						neutral
3126	3126	3126	crowd:downward_monotone:lexical_knowledge					cats do n't like dogs.	cats do n't like bitchs.						entailment
3127	3127	3127	crowd:downward_monotone:lexical_knowledge					cats do n't like bitchs.	cats do n't like dogs.						neutral
3128	3128	3128	crowd:downward_monotone					cats do n't like dogs.	cats do n't like stray dogs.						entailment
3129	3129	3129	crowd:downward_monotone					cats do n't like stray dogs.	cats do n't like dogs.						neutral
3130	3130	3130	crowd:upward_monotone					he plays golf every sunday.	he plays golf every sunday with his best friends.						neutral
3131	3131	3131	crowd:upward_monotone					he plays golf every sunday with his best friends.	he plays golf every sunday.						entailment
3132	3132	3132	crowd:downward_monotone					she does n't always take a trip to france in summer.	she does n't always take a trip to france in hot summer.						entailment
3133	3133	3133	crowd:downward_monotone					she does n't always take a trip to france in hot summer.	she does n't always take a trip to france in summer.						neutral
3134	3134	3134	crowd:downward_monotone					she does n't always take a trip to france in summer.	she does n't always take a trip to france in very hot summer.						entailment
3135	3135	3135	crowd:downward_monotone					she does n't always take a trip to france in very hot summer.	she does n't always take a trip to france in summer.						neutral
3136	3136	3136	crowd:downward_monotone					she does n't always take a trip to france in summer.	she does n't always take a trip to france with her family in summer.						entailment
3137	3137	3137	crowd:downward_monotone					she does n't always take a trip to france with her family in summer.	she does n't always take a trip to france in summer.						neutral
3138	3138	3138	crowd:downward_monotone:conjunction					she does n't always take a trip to france and italy in summer.	she does n't always take a trip to france in summer.						neutral
3139	3139	3139	crowd:downward_monotone:conjunction					she does n't always take a trip to france in summer.	she does n't always take a trip to france and italy in summer.						entailment
3140	3140	3140	crowd:downward_monotone:lexical_knowledge					i ca n't imagine life without him.	i ca n't imagine living without him.						entailment
3141	3141	3141	crowd:upward_monotone:reverse:conjunction					i ca n't imagine life without him.	i ca n't imagine life without him and his dog.						neutral
3142	3142	3142	crowd:upward_monotone:reverse:conjunction					i ca n't imagine life without him and his dog.	i ca n't imagine life without him.						entailment
3143	3143	3143	crowd:upward_monotone:reverse					i ca n't imagine life without him.	i ca n't imagine our life without his family.						neutral
3144	3144	3144	crowd:upward_monotone:reverse					i ca n't imagine life without his family.	i ca n't imagine our life without him.						entailment
